"","MES","BARRIO","A�O_2018_PRED"
"395","03","Moravia",4.9661208711498
"396","03","Naranjal",21.3711498363924
"397","03","Parque Juan Pablo II",4.26383777642179
"398","03","Patio Bonito",2.97241022609724
"399","03","Pedregal",4.53350243077573
"400","03","Perpetuo Socorro",37.8609326133942
"401","03","Picacho",4.0221811713191
"402","03","Popular",1.44578313253012
"403","03","Prado",16.5742002307682
"404","03","Robledo",10.4144765601481
"405","03","Rosales",11.7632341253536
"406","03","San Benito",40.2674967869075
"407","03","San Bernardo",4.38475659076587
"408","03","San Diego",35.4014217356964
"409","03","San Germán",7.22142816690231
"410","03","San Isidro",9.30947729307563
"411","03","San Javier No.1",2.77791957777249
"412","03","San Joaquín",1.37707948243993
"413","03","San Martín de Porres",2.80457329721551
"414","03","San Pedro",4.47431941923775
"415","03","Santa Fé",45.7142501160234
"416","03","Santa Inés",1.29501915708812
"417","03","Santa Mónica",1.44578313253012
"418","03","Santa María de los Ángeles",1.42
"419","03","Santa María de Los Ángeles",1.29501915708812
"420","03","Santo Domingo Savio No. 1",1.33213644524237
"421","03","Sevilla",15.9852383953582
"422","03","Sucre",2.75415896487985
"423","03","Suramericana",16.9569963364276
"424","03","Tejelo",5.89386484723279
"425","03","Tenche",2.79869022904113
"426","03","Terminal de Transporte",35.6839438864844
"427","03","Toscana",2.67209863952805
"428","03","Tricentenario",4.70242656449553
"429","03","Trinidad",5.55538177205817
"430","03","Universidad de Antioquia",7.4667428536766
"431","03","Universidad Nacional",16.194484726163
"432","03","Veinte de Julio",1.35862068965517
"433","03","Versalles No. 1",2.7092159276823
"434","03","Villa Carlota",24.0530310620615
"435","03","Villa del Socorro",1.37707948243993
"436","03","Villa Flora",7.56532679661888
"437","03","Villa Guadalupe",1.33213644524237
"438","03","Villa Hermosa",2.66427289048474
"439","03","Villa Nueva",25.6982902604038
"440","04","Área de Expansión Pajarito",1.61818181818182
"441","04","Alejandro Echavarría",7.0120268755594
"442","04","Alfonso López",4.54677829588809
"443","04","Altamira",4.29114497402702
"444","04","Asomadera No. 1",1.50955414012739
"445","04","Asomadera No. 2",1.53308128544423
"446","04","Aures No. 2",1.37707948243993
"447","04","Barrio Caicedo",1.62244897959184
"448","04","Barrio Colón",38.2689461067375
"449","04","Barrio Colombia",5.71542413835774
"450","04","Belén",32.4111985818999
"451","04","Belalcázar",4.11788177205817
"452","04","Bello Horizonte",1.37707948243993
"453","04","Berlin",2.75415896487985
"454","04","Bolivariana",9.03755723204919
"455","04","Bomboná No. 1",3.24610591900312
"456","04","Boston",20.820619746809
"457","04","Boyacá",1.29501915708812
"458","04","Buenos Aires",6.91356467910903
"459","04","Cabecera San Antonio de Prado",29.7250686857592
"460","04","Cabecera Urbana San Cristobal",2.83332948243993
"461","04","Calasanz",1.43214285714286
"462","04","Calle Nueva",17.727712047298
"463","04","Campo Alegre",1.5546218487395
"464","04","Campo Amor",48.1183071873946
"465","04","Campo Valdés No. 1",11.4312224112118
"466","04","Campo Valdés No. 2",3.13572726660833
"467","04","Caribe",58.9715242976349
"468","04","Carlos E. Restrepo",36.1925368183418
"469","04","Castilla",34.8151118859289
"470","04","Castropol",5.46048508477042
"471","04","Centro Administrativo",1.35862068965517
"472","04","Cerro Nutibara",4.33652241015465
"473","04","Corazón de Jesús",27.8754836734599
"474","04","Cristo Rey",21.321499785791
"475","04","Cuarta Brigada",11.2475223220572
"476","04","Cucaracho",11.3519085161614
"477","04","Diego Echavarría",1.42
"478","04","Doce de Octubre No.1",1.33213644524237
"479","04","Doce de Octubre No.2",1.43214285714286
"480","04","El Chagualo",22.0174312212344
"481","04","El Danubio",1.29501915708812
"482","04","El Diamante",1.70780399274047
"483","04","El Estadio",8.87906237851525
"484","04","El Pinal",1.43214285714286
"485","04","El Poblado",9.22278388128563
"486","04","El Progreso",23.4313483625977
"487","04","El Rincón",8.5515763143614
"488","04","El Salvador",1.43214285714286
"489","04","El Tesoro",5.48132097911083
"490","04","Enciso",2.74003118208448
"491","04","Estación Villa",10.8251817957202
"492","04","Fátima",4.37451152706632
"493","04","Facultad de Minas U. Nacional",7.39107792125847
"494","04","Florida Nueva",4.1654659276823
"495","04","Francisco Antonio Zea",1.29501915708812
"496","04","Girardot",7.80741264254285
"497","04","Granada",1.33213644524237
"498","04","Guayabal",14.3908467680426
"499","04","Guayaquil",40.1870915673115
"500","04","Héctor Abad Gómez",4.58565633149812
"501","04","Jesús Nazareno",20.97935460441
"502","04","Kennedy",7.16059173649448
"503","04","La Aguacatala",22.2712344800691
"504","04","La Alpujarra",9.02103870357783
"505","04","La América",4.7867743812966
"506","04","La Candelaria",43.0564131738002
"507","04","La Castellana",2.89797274417475
"508","04","La Colina",3.12773595830921
"509","04","La Esperanza",2.95413391702318
"510","04","La Floresta",1.33213644524237
"511","04","La Florida",4.63732057416268
"512","04","La Francia",1.29501915708812
"513","04","La Frontera",1.5546218487395
"514","04","La Gloria",2.76963644524237
"515","04","La Milagrosa",1.33213644524237
"516","04","La Pilarica",1.33213644524237
"517","04","La Pradera",1.37707948243993
"518","04","La Salle",1.42105263157895
"519","04","López de Mesa",5.91445422746652
"520","04","Las Acacias",11.625078183301
"521","04","Las Brisas",1.70780399274047
"522","04","Las Granjas",5.79339341464062
"523","04","Las Lomas No.1",1.33213644524237
"524","04","Las Palmas",3.09199307606674
"525","04","Las Playas",1.4375
"526","04","Laureles",10.3360481784482
"527","04","Loma de los Bernal",1.29501915708812
"528","04","Lorena",2.70291389393023
"529","04","Los Ángeles",4.33096151578223
"530","04","Los Alcázares",1.29501915708812
"531","04","Los Balsos No.2",1.67159763313609
"532","04","Los Colores",18.3563863133692
"533","04","Los Conquistadores",35.5127263814816
"534","04","Los Naranjos",1.29501915708812
"535","04","Los Pinos",9.45425330207096
"536","04","Manila",15.5747712741723
"537","04","Manrique Central No. 1",2.7092159276823
"538","04","Manrique Oriental",5.46734094575519
"539","04","Miraflores",1.29501915708812
"540","04","Miranda",3.09043431442929
"541","04","Monteclaro",1.29501915708812
"542","04","Moravia",9.61472543057521
"543","04","Moscú No. 2",1.37707948243993
"544","04","Naranjal",26.0281761360045
"545","04","Olaya Herrera",1.33213644524237
"546","04","Oleoducto",1.33213644524237
"547","04","Palenque",1.43214285714286
"548","04","Parque Juan Pablo II",4.80069146620119
"549","04","Patio Bonito",4.67381762485458
"550","04","Pedregal",6.78390840600454
"551","04","Perpetuo Socorro",37.6861266032473
"552","04","Picacho",4.15402127397228
"553","04","Popular",2.85214285714286
"554","04","Prado",16.1441177176054
"555","04","Robledo",8.71692583937403
"556","04","Rosales",12.1928558456078
"557","04","San Benito",23.774606492568
"558","04","San Bernardo",3.06610349443752
"559","04","San Diego",34.3337412956744
"560","04","San Germán",4.26795037433824
"561","04","San Isidro",6.16677742227228
"562","04","San Javier No.1",5.70610968992349
"563","04","San Javier No.2",1.33213644524237
"564","04","San Joaquín",1.33213644524237
"565","04","San Martín de Porres",4.2815906497255
"566","04","San Miguel",2.69075713489754
"567","04","San Pedro",7.07956759581296
"568","04","Santa Cruz",1.42105263157895
"569","04","Santa Fé",43.1032589810845
"570","04","Santa María de los Ángeles",7.14091300919743
"571","04","Santa Margarita",1.37707948243993
"572","04","Santo Domingo Savio No. 1",2.72716201423098
"573","04","Sevilla",9.45303293009749
"574","04","Simón Bolívar",1.37707948243993
"575","04","Suramericana",13.0153277597726
"576","04","Tejelo",1.37707948243993
"577","04","Tenche",3.00455023834582
"578","04","Terminal de Transporte",16.8351405402876
"579","04","Toscana",2.7092159276823
"580","04","Tricentenario",11.5851546621042
"581","04","Trinidad",20.456402765766
"582","04","Universidad de Antioquia",2.96041281577326
"583","04","Universidad Nacional",17.164729438586
"584","04","Versalles No. 1",1.42
"585","04","Villa Carlota",22.2738544084849
"586","04","Villa del Socorro",1.37707948243993
"587","04","Villa Flora",1.67241379310345
"588","04","Villa Guadalupe",1.40789473684211
"589","04","Villa Nueva",31.790597576664
"590","04","Villatina",2.7092159276823
"591","05","",1.71746031746032
"592","05","Área de Expansión Pajarito",1.50955414012739
"593","05","Alejandría",2.74003118208448
"594","05","Alejandro Echavarría",6.94408661733747
"595","05","Alfonso López",8.0385843812938
"596","05","Altamira",4.89215878331106
"597","05","Aures No. 2",1.33213644524237
"598","05","Barrio Caicedo",7.30326669843947
"599","05","Barrio Colón",46.9175800107887
"600","05","Barrio Colombia",12.564492541507
"601","05","Belén",28.2257035815122
"602","05","Bello Horizonte",1.29501915708812
"603","05","Berlin",5.0427552382141
"604","05","Bolivariana",5.78315834009557
"605","05","Bomboná No. 1",6.25357027196284
"606","05","Bosques de San Pablo",1.37707948243993
"607","05","Boston",28.1001183389382
"608","05","Boyacá",1.35862068965517
"609","05","Brasilia",1.42105263157895
"610","05","Buenos Aires",3.03594235869411
"611","05","Cabecera San Antonio de Prado",24.5129995638387
"612","05","Calasanz",2.59003831417625
"613","05","Calasanz Parte Alta",1.33213644524237
"614","05","Calle Nueva",17.887500990456
"615","05","Campo Amor",44.0963639056236
"616","05","Campo Valdés No. 1",4.73893342628093
"617","05","Campo Valdés No. 2",1.65886287625418
"618","05","Caribe",58.2673098601684
"619","05","Carlos E. Restrepo",52.3307363423087
"620","05","Castilla",38.4663367300441
"621","05","Castropol",8.19938740760492
"622","05","Cerro Nutibara",5.53110865459381
"623","05","Corazón de Jesús",25.1577605221644
"624","05","Cristo Rey",14.2148146812484
"625","05","Cuarta Brigada",12.3300364944773
"626","05","Cucaracho",8.56441507797109
"627","05","El Castillo",1.42105263157895
"628","05","El Chagualo",18.8168073374294
"629","05","El Danubio",1.33213644524237
"630","05","El Diamante",4.42470569145268
"631","05","El Estadio",4.50920765341301
"632","05","El Nogal-Los Almendros",1.37707948243993
"633","05","El Pesebre",1.37707948243993
"634","05","El Pinal",2.80457329721551
"635","05","El Poblado",12.5245631039608
"636","05","El Progreso",22.0822537403595
"637","05","El Rincón",5.86549804054167
"638","05","El Salvador",2.80922233958278
"639","05","El Tesoro",2.67209863952805
"640","05","El Velódromo",4.14869702646035
"641","05","Enciso",1.44554455445545
"642","05","Estación Villa",11.5228758995751
"643","05","Fátima",9.56728797931796
"644","05","Facultad de Minas U. Nacional",9.74096084823754
"645","05","Florida Nueva",4.00423508477042
"646","05","Francisco Antonio Zea",1.44578313253012
"647","05","Girardot",2.80922233958278
"648","05","Guayabal",26.6014219684438
"649","05","Guayaquil",34.6019765750181
"650","05","Héctor Abad Gómez",4.63926435638951
"651","05","Jesús Nazareno",18.4136657516906
"652","05","Kennedy",11.3031339757397
"653","05","La Aguacatala",16.3744433076461
"654","05","La Alpujarra",7.97456133916909
"655","05","La América",9.45494295473594
"656","05","La Candelaria",56.7651547761761
"657","05","La Castellana",7.21517970981149
"658","05","La Colina",1.37707948243993
"659","05","La Floresta",1.4375
"660","05","La Florida",4.52981781915392
"661","05","La Gloria",8.11438250275474
"662","05","La Mansión",2.77791957777249
"663","05","La Milagrosa",1.33213644524237
"664","05","La Mota",1.5068306010929
"665","05","La Palma",2.93060677170634
"666","05","La Salle",2.67209863952805
"667","05","López de Mesa",5.96361192909899
"668","05","Las Acacias",13.4039503508259
"669","05","Las Brisas",6.41512166636235
"670","05","Las Granjas",13.4868071001485
"671","05","Las Lomas No.1",1.37707948243993
"672","05","Las Lomas No.2",1.37707948243993
"673","05","Las Mercedes",2.67209863952805
"674","05","Las Palmas",5.29925424185854
"675","05","Laureles",13.5266964958634
"676","05","Loreto",5.43109094575519
"677","05","Los Ángeles",11.6753266663968
"678","05","Los Alcázares",2.77791957777249
"679","05","Los Balsos No.2",3.03994043798284
"680","05","Los Colores",18.8207091516186
"681","05","Los Conquistadores",41.1492298122352
