"","MES","BARRIO","A�O_2017_PRED","A�O_2018_PRED"
"1202","09","Castilla",30.7422045606593,29.5386011860591
"1203","09","Castropol",5.04370052770449,4.57935056368434
"1204","09","Cerro Nutibara",2.84484771322663,2.74454433653478
"1205","09","Corazón de Jesús",24.2975568442374,23.8015359028356
"1206","09","Cristo Rey",16.2233162943248,15.956771128136
"1207","09","Cuarta Brigada",9.70601512131172,9.5954706686721
"1208","09","Cucaracho",8.11319425940678,7.40486702855415
"1209","09","Diego Echavarría",1.43852978453739,1.42458808618504
"1210","09","Doce de Octubre No.2",4.77545202518952,4.65596223238914
"1211","09","El Castillo",1.45145018915511,1.40479192938209
"1212","09","El Chagualo",25.2620013411444,24.2679703833132
"1213","09","El Danubio",2.92354827784037,2.84729009559489
"1214","09","El Diamante",2.93180332713829,2.90440871398773
"1215","09","El Estadio",10.7746701308921,11.2081103855944
"1216","09","El Nogal-Los Almendros",1.39339752407153,1.33975240715268
"1217","09","El Poblado",14.7155320483604,13.8263155724914
"1218","09","El Pomar",2.87705956907478,2.84917617237009
"1219","09","El Progreso",22.5876412546434,21.1909944993875
"1220","09","El Raizal",1.45145018915511,1.40479192938209
"1221","09","El Rincón",4.69140542069751,4.36514723845204
"1222","09","El Tesoro",3.21737593838354,3.23228039387735
"1223","09","El Velódromo",3.02976116043516,2.89027505523631
"1224","09","Enciso",1.62962962962963,1.61111111111111
"1225","09","Estación Villa",9.61771472747867,9.52429385149468
"1226","09","Fátima",6.53743662299222,6.21207311127554
"1227","09","Facultad de Minas U. Nacional",10.0639688263449,9.99821088914858
"1228","09","Florencia",1.43852978453739,1.42458808618504
"1229","09","Florida Nueva",8.31986705994836,7.82085237875727
"1230","09","Francisco Antonio Zea",1.43852978453739,1.42458808618504
"1231","09","Girardot",2.87705956907478,2.84917617237009
"1232","09","Granada",2.90290037831021,2.80958385876419
"1233","09","Guayabal",26.8336441988206,25.4832651324052
"1234","09","Guayaquil",35.2378193076744,34.809697881148
"1235","09","Héctor Abad Gómez",6.4987283467701,6.67272462821932
"1236","09","Jesús Nazareno",18.0371224068137,17.2402075451912
"1237","09","Kennedy",6.25109732913975,6.03858281650941
"1238","09","La Aguacatala",23.1166866450808,22.3533603259976
"1239","09","La Alpujarra",24.2524289736732,23.6546607288857
"1240","09","La América",9.47371381605909,9.3827588297262
"1241","09","La Candelaria",54.0556333420336,54.1074641431468
"1242","09","La Castellana",4.41682182044127,4.32711072339758
"1243","09","La Colina",1.45145018915511,1.40479192938209
"1244","09","La Esperanza",2.8899799736925,2.82938001556714
"1245","09","La Floresta",1.45145018915511,1.40479192938209
"1246","09","La Florida",10.8640892406198,10.5741626342477
"1247","09","La Gloria",7.59581961968584,7.44928082322604
"1248","09","La Hondonada",1.39339752407153,1.33975240715268
"1249","09","La Milagrosa",1.43852978453739,1.42458808618504
"1250","09","La Piñuela",1.43852978453739,1.42458808618504
"1251","09","La Pradera",1.84172661870504,1.66906474820144
"1252","09","La Salle",1.6140350877193,1.54385964912281
"1253","09","López de Mesa",4.45369903160922,4.3548277840371
"1254","09","Las Acacias",12.5767376151552,12.0866647867523
"1255","09","Las Brisas",9.50203611262348,9.05523839689966
"1256","09","Las Estancias",1.4932735426009,1.47982062780269
"1257","09","Las Granjas",4.7604470967701,4.72002192551661
"1258","09","Las Lomas No.1",2.83192730860892,2.76434049333773
"1259","09","Las Lomas No.2",1.67810026385224,1.5197889182058
"1260","09","Las Palmas",5.00894518439194,5.08188226207736
"1261","09","Las Playas",1.45145018915511,1.40479192938209
"1262","09","Laureles",17.4062996018189,17.0249624756255
"1263","09","Lorena",6.73997808905666,6.73216398396411
"1264","09","Loreto",1.78034682080925,1.58959537572254
"1265","09","Los Ángeles",7.67561625106437,7.43670709559388
"1266","09","Los Alcázares",2.84484771322663,2.74454433653478
"1267","09","Los Alpes",4.32850975822989,4.25396810175218
"1268","09","Los Balsos No.1",3.29377190564329,3.05710235104163
"1269","09","Los Balsos No.2",3.06712183094615,2.94210536221791
"1270","09","Los Colores",32.134449955496,30.8015273327905
"1271","09","Los Conquistadores",34.7478430615206,34.7715051856022
"1272","09","Los Naranjos",2.87705956907478,2.84917617237009
"1273","09","Los Pinos",9.42552732178306,9.43119318826986
"1274","09","Manila",30.299310425606,30.4351023574287
"1275","09","Manrique Central No. 1",6.44368319875213,6.18840413539074
"1276","09","Manrique Central No. 2",1.43852978453739,1.42458808618504
"1277","09","Manrique Oriental",8.13888948537634,7.69782466046353
"1278","09","Miraflores",1.43852978453739,1.42458808618504
"1279","09","Miranda",7.00969238800131,6.88685523932882
"1280","09","Moravia",10.2711907131836,10.145446652277
"1281","09","Naranjal",32.517469095917,30.4160361632749
"1282","09","Palermo",1.45145018915511,1.40479192938209
"1283","09","Parque Juan Pablo II",5.84099647447149,5.64140633332623
"1284","09","Patio Bonito",9.16371626818799,8.80535820072005
"1285","09","Pedregal",5.07685405047214,4.83308713899166
"1286","09","Perpetuo Socorro",57.2561010782476,54.8970033993704
"1287","09","Picacho",1.68,1.6
"1288","09","Popular",2.83192730860892,2.76434049333773
"1289","09","Prado",16.5244337315179,16.7356731963546
"1290","09","Robledo",16.2014200130875,16.4118795737137
"1291","09","Rosales",17.5805351008575,16.3461575821361
"1292","09","San Benito",35.8745558097726,35.5802966570473
"1293","09","San Bernardo",13.2007009534661,13.1370925435637
"1294","09","San Diego",34.8089365859197,33.2762160722028
"1295","09","San Germán",7.3239414181971,7.15456047912863
"1296","09","San Isidro",12.8356965256219,12.333792700039
"1297","09","San Javier No.1",3.29213535157154,3.06364856732861
"1298","09","San Javier No.2",1.39339752407153,1.33975240715268
"1299","09","San Joaquín",1.53015075376884,1.50753768844221
"1300","09","San Martín de Porres",4.28337749776402,4.16913242271982
"1301","09","San Miguel",4.79192730860892,4.65234049333773
"1302","09","San Pedro",4.80765071685959,4.4443697657937
"1303","09","Santa Cruz",1.39339752407153,1.33975240715268
"1304","09","Santa Fé",49.5744010923467,46.9449403742344
"1305","09","Santa Inés",1.6140350877193,1.54385964912281
"1306","09","Santa Mónica",2.90290037831021,2.80958385876419
"1307","09","Santander",2.8899799736925,2.82938001556714
"1308","09","Santo Domingo Savio No. 1",1.6140350877193,1.54385964912281
"1309","09","Sevilla",12.5742654732116,11.987032672606
"1310","09","Simón Bolívar",1.43852978453739,1.42458808618504
"1311","09","Sucre",3.00906916586257,2.8770658399885
"1312","09","Suramericana",12.4421796581814,12.4071934344191
"1313","09","Tejelo",1.48458149779736,1.50660792951542
"1314","09","Tenche",4.64491671193192,4.36703331522723
