"","SEMANA","COMUNA","A�O_2018_PRED"
"547","23","El Poblado",64.0958219814694
"548","23","Guayabal",59.4679878430321
"549","23","In",0.33974358974359
"550","23","La América",20.2869228372568
"551","23","La Candelaria",138.374646464646
"552","23","Laureles Estadio",78.8407508552112
"553","23","Manrique",22.5058974137995
"554","23","Popular",11.7722470799858
"555","23","Robledo",51.6033331440193
"556","23","San Javier",14.5668510856321
"557","23","Santa Cruz",12.621355462661
"558","23","SN",0.33974358974359
"559","23","Villa Hermosa",18.2447955337616
"560","24","",2.16160897005967
"561","24","Aranjuez",41.6638984049786
"562","24","Belén",58.3681974789461
"563","24","Buenos Aires",32.2113050988665
"564","24","Castilla",65.7278959906199
"565","24","Corregimiento de Altavista",3.64824314959378
"566","24","Corregimiento de San Antonio de Prado",7.68125003544175
"567","24","Corregimiento de San Cristóbal",8.328005876281
"568","24","Corregimiento de Santa Elena",1.71603811929238
"569","24","Doce de Octubre",19.2601504958526
"570","24","El Poblado",58.4914646916174
"571","24","Guayabal",53.9016842431551
"572","24","In",0.468181818181818
"573","24","La América",20.4356363326055
"574","24","La Candelaria",144.027332497956
"575","24","Laureles Estadio",74.3462263410807
"576","24","Manrique",26.0027920435319
"577","24","Popular",13.0560749488224
"578","24","Robledo",44.3267427173923
"579","24","San Javier",15.7114208399304
"580","24","Santa Cruz",10.6350961853636
"581","24","SN",0.33974358974359
"582","24","Villa Hermosa",18.7467199922044
"583","25","",1.65237131931444
"584","25","Aranjuez",45.1104315174974
"585","25","Belén",45.4021632766916
"586","25","Buenos Aires",22.8977277163781
"587","25","Castilla",66.2328149273714
"588","25","Corregimiento de Altavista",3.31206881885777
"589","25","Corregimiento de San Antonio de Prado",8.99075768419207
"590","25","Corregimiento de San Cristóbal",10.7897514379168
"591","25","Corregimiento de Santa Elena",4.80920670432474
"592","25","Doce de Octubre",19.6511995018091
"593","25","El Poblado",57.8226248957578
"594","25","Guayabal",45.2607211347757
"595","25","In",0.803214347174079
"596","25","La América",21.4919517726163
"597","25","La Candelaria",132.59595959596
"598","25","Laureles Estadio",69.2451007725866
"599","25","Manrique",22.2716360442827
"600","25","Popular",9.7477947779422
"601","25","Robledo",48.1312176575368
"602","25","San Javier",14.7087448642467
"603","25","Santa Cruz",10.9531840859184
"604","25","Villa Hermosa",15.435457303857
"605","26","",2.2330339352826
"606","26","Aranjuez",50.1988147124344
"607","26","AU",0.33974358974359
"608","26","Belén",46.4595439201322
"609","26","Buenos Aires",27.0802022636319
"610","26","Castilla",64.2334744214907
"611","26","Corregimiento de Altavista",1.85208453213514
"612","26","Corregimiento de San Antonio de Prado",8.154220687292
"613","26","Corregimiento de San Cristóbal",9.44817707352297
"614","26","Corregimiento de Santa Elena",1.77302385798142
"615","26","Doce de Octubre",19.7036013545901
"616","26","El Poblado",59.2895101463336
"617","26","Guayabal",48.3724561433356
"618","26","In",0.67948717948718
"619","26","La América",21.4536160060582
"620","26","La Candelaria",136.46595959596
"621","26","Laureles Estadio",76.1040554055405
"622","26","Manrique",22.9222386118448
"623","26","Popular",12.7144774877777
"624","26","Robledo",53.7069080072792
"625","26","San Javier",14.8912868733973
"626","26","Santa Cruz",11.4548063645443
"627","26","Villa Hermosa",18.6973745592133
"628","27","",3.25083417971651
"629","27","Aranjuez",52.1757363305698
"630","27","Belén",56.30442243561
"631","27","Buenos Aires",22.9541470088514
"632","27","Castilla",59.9963354089187
"633","27","Corregimiento de Altavista",2.64050876717904
"634","27","Corregimiento de San Antonio de Prado",10.2445980766339
"635","27","Corregimiento de San Cristóbal",8.15021711419487
"636","27","Corregimiento de Santa Elena",3.57244088786856
"637","27","Doce de Octubre",20.0550824159506
"638","27","El Poblado",57.800585671015
"639","27","Guayabal",60.2845381379621
"640","27","La América",29.1012508179066
"641","27","La Candelaria",148.580101010101
"642","27","Laureles Estadio",73.7468126266257
"643","27","Manrique",23.0180390241606
"644","27","Popular",12.9588131718587
"645","27","Robledo",49.7962330180862
"646","27","San Javier",17.3254388658836
"647","27","Santa Cruz",11.2216717562524
"648","27","Villa Hermosa",17.9782326087367
"649","28","",2.13857459132808
"650","28","Aranjuez",46.0381328802062
"651","28","Belén",57.0423642396519
"652","28","Buenos Aires",29.1033566459143
"653","28","Castilla",67.556876136108
"654","28","Corregimiento de Altavista",4.72271960982539
"655","28","Corregimiento de San Antonio de Prado",3.92693283100718
"656","28","Corregimiento de San Cristóbal",11.1171681538985
"657","28","Corregimiento de Santa Elena",3.64878772755078
"658","28","Doce de Octubre",22.7184034755466
"659","28","El Poblado",58.604409742179
"660","28","Guayabal",53.4160809732435
"661","28","In",0.23489932885906
"662","28","La América",23.6790389324625
"663","28","La Candelaria",135.707635648521
"664","28","Laureles Estadio",73.7956325328719
"665","28","Manrique",22.6499667685593
"666","28","Popular",12.3319788034584
"667","28","Robledo",48.5427702718559
"668","28","San Javier",14.2321359667865
"669","28","Santa Cruz",11.3995497926642
"670","28","Villa Hermosa",21.4184774640873
"671","29","",1.79023032410456
"672","29","Aranjuez",47.3043357235019
"673","29","Belén",51.6424174963368
"674","29","Buenos Aires",33.0728682688028
"675","29","Castilla",66.539372068548
"676","29","Corregimiento de Altavista",2.41570941929391
"677","29","Corregimiento de San Antonio de Prado",9.49479327921721
"678","29","Corregimiento de San Cristóbal",9.50600115589237
"679","29","Corregimiento de Santa Elena",2.54031642324974
"680","29","Doce de Octubre",21.4867887706955
"681","29","El Poblado",65.3677927736751
"682","29","Guayabal",60.5991113419125
